Name,Version,Architecture,Description
mlocate,0.26-1ubuntu2,amd64,quickly find files on the filesystem based on their name
mobile-broadband-provider-info,20140317-1,all,database of mobile broadband service providers
modemmanager,1.6.4-1ubuntu0.16.04.1,amd64,D-Bus service for managing modems
mount,2.27.1-6ubuntu3.4,amd64,tools for mounting and manipulating filesystems
mountall,2.54ubuntu1,amd64,filesystem mounting tool
mousetweaks,3.12.0-1ubuntu2,amd64,mouse accessibility enhancements for the GNOME desktop
mscompress,0.4-3,amd64,"Microsoft ""compress.exe/expand.exe"" compatible (de)compressor"
msr-tools,1.3-2,amd64,Utilities for modifying MSRs from userspace
mtools,4.0.18-2ubuntu0.16.04,amd64,Tools for manipulating MSDOS files
mtr-tiny,0.86-1ubuntu0.1,amd64,Full screen ncurses traceroute tool
multiarch-support,2.23-0ubuntu10,amd64,Transitional package to ensure multiarch compatibility
mythes-en-us,1:5.1.0-1ubuntu2.2,all,English (USA) Thesaurus for LibreOffice
nano,2.5.3-2ubuntu2,amd64,"small, friendly text editor inspired by Pico"
nautilus,1:3.18.4.is.3.14.3-0ubuntu6,amd64,file manager and graphical shell for GNOME
nautilus-data,1:3.18.4.is.3.14.3-0ubuntu6,all,data files for nautilus
nautilus-sendto,3.8.2-1ubuntu1,amd64,integrates Evolution and Pidgin into the Nautilus file manager
nautilus-share,0.7.3-2ubuntu1,amd64,Nautilus extension to share folder using Samba
ncurses-base,6.0+20160213-1ubuntu1,all,basic terminal type definitions
ncurses-bin,6.0+20160213-1ubuntu1,amd64,terminal-related programs and man pages
net-tools,1.60-26ubuntu1,amd64,NET-3 networking toolkit
netbase,5.3,all,Basic TCP/IP networking system
netcat-openbsd,1.105-7ubuntu1,amd64,TCP/IP swiss army knife
netpbm,2:10.0-15.3,amd64,Graphics conversion tools between image formats
network-manager,1.2.6-0ubuntu0.16.04.2,amd64,network management framework (daemon and userspace tools)
network-manager-gnome,1.2.6-0ubuntu0.16.04.4,amd64,network management framework (GNOME frontend)
network-manager-pptp,1.1.93-1ubuntu1,amd64,network management framework (PPTP plugin core)
network-manager-pptp-gnome,1.1.93-1ubuntu1,amd64,network management framework (PPTP plugin GNOME GUI)
notify-osd,0.9.35+16.04.20160415-0ubuntu1,amd64,daemon that displays passive pop-up notifications
notify-osd-icons,0.8+15.10.20151016.2-0ubuntu1,all,Notify-OSD icons
ntfs-3g,1:2015.3.14AR.1-1ubuntu0.1,amd64,read/write NTFS driver for FUSE
nux-tools,4.0.8+16.04.20170816-0ubuntu1,amd64,Visual rendering toolkit for real-time applications - tools
onboard,1.2.0-0ubuntu5,amd64,Simple On-screen Keyboard
onboard-data,1.2.0-0ubuntu5,all,Language model files for the word suggestion feature of Onboard
openoffice.org-hyphenation,0.9,all,Hyphenation patterns for OpenOffice.org
openprinting-ppds,20160212-0ubuntu1,all,OpenPrinting printer support - PostScript PPD files
openssh-client,1:7.2p2-4ubuntu2.4,amd64,"secure shell (SSH) client, for secure access to remote machines"
openssl,1.0.2g-1ubuntu4.12,amd64,Secure Sockets Layer toolkit - cryptographic utility
os-prober,1.70ubuntu3.3,amd64,utility to detect other OSes on a set of drives
overlay-scrollbar,0.2.17.1+16.04.20151117-0ubuntu1.16.04.1,all,Scrollbar overlay - configuration
overlay-scrollbar-gtk2:amd64,0.2.17.1+16.04.20151117-0ubuntu1.16.04.1,amd64,GTK 2 module for overlay scrollbars
oxideqt-codecs:amd64,1.21.5-0ubuntu0.16.04.1,amd64,Web browser engine for Qt (codecs)
p11-kit,0.23.2-5~ubuntu16.04.1,amd64,p11-glue utilities
p11-kit-modules:amd64,0.23.2-5~ubuntu16.04.1,amd64,p11-glue proxy and trust modules
parted,3.2-15ubuntu0.1,amd64,disk partition manipulator
passwd,1:4.2-3.1ubuntu5.3,amd64,change and administer password and group data
patch,2.7.5-1ubuntu0.16.04.1,amd64,Apply a diff file to an original
patchutils,0.3.4-1,amd64,Utilities to work with patches
pciutils,1:3.3.1-1.1ubuntu1.2,amd64,Linux PCI Utilities
pcmciautils,018-8,amd64,PCMCIA utilities for Linux 2.6
perl,5.22.1-9ubuntu0.3,amd64,Larry Wall's Practical Extraction and Report Language
perl-base,5.22.1-9ubuntu0.3,amd64,minimal Perl system
perl-modules-5.22,5.22.1-9ubuntu0.3,all,Core Perl modules
pinentry-curses,0.9.7-3,amd64,curses-based PIN or pass-phrase entry dialog for GnuPG
pinentry-gnome3,0.9.7-3,amd64,GNOME 3 PIN or pass-phrase entry dialog for GnuPG
pkg-config,0.29.1-0ubuntu1,amd64,manage compile and link flags for libraries
plainbox-provider-checkbox,0.25-1,amd64,CheckBox provider for PlainBox
plainbox-provider-resource-generic,0.23-1,amd64,CheckBox generic resource jobs provider
plainbox-secure-policy,0.25-1,all,policykit policy required to use plainbox (secure version)
plymouth,0.9.2-3ubuntu13.4,amd64,"boot animation, logger and I/O multiplexer"
plymouth-label,0.9.2-3ubuntu13.4,amd64,"boot animation, logger and I/O multiplexer - label control"
plymouth-theme-ubuntu-logo,0.9.2-3ubuntu13.4,amd64,"boot animation, logger and I/O multiplexer - ubuntu theme"
plymouth-theme-ubuntu-text,0.9.2-3ubuntu13.4,amd64,"boot animation, logger and I/O multiplexer - ubuntu text theme"
pm-utils,1.4.1-16,all,utilities and scripts for power management
policykit-1,0.105-14.1,amd64,framework for managing administrative policies and privileges
policykit-1-gnome,0.105-2ubuntu2,amd64,GNOME authentication agent for PolicyKit-1
policykit-desktop-privileges,0.20,all,run common desktop actions without password
poppler-data,0.4.7-7,all,encoding data for the poppler PDF rendering library
poppler-utils,0.41.0-0ubuntu1.7,amd64,PDF utilities (based on Poppler)
popularity-contest,1.64ubuntu2,all,Vote for your favourite packages automatically
powermgmt-base,1.31+nmu1,all,Common utils and configs for power management
ppp,2.4.7-1+2ubuntu1,amd64,Point-to-Point Protocol (PPP) - daemon
pppconfig,2.3.22,all,Text menu based utility for configuring ppp
pppoeconf,1.21ubuntu1,all,configures PPPoE/ADSL connections
pptp-linux,1.8.0-1,amd64,Point-to-Point Tunneling Protocol (PPTP) Client
printer-driver-brlaser,3-5~ubuntu1,amd64,printer driver for (some) Brother laser printers
printer-driver-c2esp,27-2,amd64,printer driver for Kodak ESP AiO color inkjet Series
printer-driver-foo2zjs,20151024dfsg0-1ubuntu1,amd64,printer driver for ZjStream-based printers
printer-driver-foo2zjs-common,20151024dfsg0-1ubuntu1,all,printer driver for ZjStream-based printers - common files
printer-driver-gutenprint,5.2.11-1,amd64,printer drivers for CUPS
printer-driver-hpcups,3.16.3+repack0-1,amd64,HP Linux Printing and Imaging - CUPS Raster driver (hpcups)
printer-driver-min12xxw,0.0.9-9,amd64,printer driver for KonicaMinolta PagePro 1[234]xxW
printer-driver-pnm2ppa,1.13+nondbs-0ubuntu5,amd64,printer driver for HP-GDI printers
printer-driver-postscript-hp,3.16.3+repack0-1,all,HP Printers PostScript Descriptions
printer-driver-ptouch,1.4-1,amd64,printer driver Brother P-touch label printers
printer-driver-pxljr,1.4+repack0-4,amd64,printer driver for HP Color LaserJet 35xx/36xx
printer-driver-sag-gdi,0.1-4ubuntu1,all,printer driver for Ricoh Aficio SP 1000s/SP 1100s
printer-driver-splix,2.0.0+svn315-4fakesync1,amd64,Driver for Samsung and Xerox SPL2 and SPLc laser printers
procps,2:3.3.10-4ubuntu2.3,amd64,/proc file system utilities
psmisc,22.21-2.1build1,amd64,utilities that use the proc file system
pulseaudio,1:8.0-0ubuntu3.10,amd64,PulseAudio sound server
pulseaudio-module-bluetooth,1:8.0-0ubuntu3.10,amd64,Bluetooth module for PulseAudio sound server
pulseaudio-module-x11,1:8.0-0ubuntu3.10,amd64,X11 module for PulseAudio sound server
pulseaudio-utils,1:8.0-0ubuntu3.10,amd64,Command line tools for the PulseAudio sound server
pyotherside,1.4.0-2,all,transitional dummy package
python,2.7.12-1~16.04,amd64,interactive high-level object-oriented language (default version)
python-apt-common,1.1.0~beta1ubuntu0.16.04.1,all,Python interface to libapt-pkg (locales)
python-minimal,2.7.12-1~16.04,amd64,minimal subset of the Python language (default version)
python-talloc,2.1.5-2,amd64,hierarchical pool based memory allocator - Python bindings
python2.7,2.7.12-1ubuntu0~16.04.3,amd64,Interactive high-level object-oriented language (version 2.7)
python2.7-minimal,2.7.12-1ubuntu0~16.04.3,amd64,Minimal subset of the Python language (version 2.7)
python3,3.5.1-3,amd64,interactive high-level object-oriented language (default python3 version)
python3-apport,2.20.1-0ubuntu2.17,all,Python 3 library for Apport crash report handling
python3-apt,1.1.0~beta1ubuntu0.16.04.1,amd64,Python 3 interface to libapt-pkg
python3-aptdaemon,1.1.1+bzr982-0ubuntu14,all,Python 3 module for the server and client of aptdaemon
python3-aptdaemon.gtk3widgets,1.1.1+bzr982-0ubuntu14,all,Python 3 GTK+ 3 widgets to run an aptdaemon client
python3-aptdaemon.pkcompat,1.1.1+bzr982-0ubuntu14,all,PackageKit compatibilty for AptDaemon
python3-blinker,1.3.dfsg2-1build1,all,"fast, simple object-to-object and broadcast signaling library"
python3-brlapi,5.3.1-2ubuntu2.1,amd64,Braille display access via BRLTTY - Python3 bindings
python3-bs4,4.4.1-1,all,error-tolerant HTML parser for Python 3
python3-cairo,1.10.0+dfsg-5build1,amd64,Python 3 bindings for the Cairo vector graphics library
python3-cffi-backend,1.5.2-1ubuntu1,amd64,Foreign Function Interface for Python 3 calling C code - runtime
python3-chardet,2.3.0-2,all,universal character encoding detector for Python3
python3-checkbox-support,0.22-1,all,collection of Python modules used by PlainBox providers
python3-commandnotfound,0.3ubuntu16.04.2,all,Python 3 bindings for command-not-found.
python3-cryptography,1.2.3-1ubuntu0.1,amd64,Python library exposing cryptographic recipes and primitives (Python 3)
python3-cups,1.9.73-0ubuntu2,amd64,Python3 bindings for CUPS
python3-cupshelpers,1.5.7+20160212-0ubuntu2,all,Python modules for printer configuration with CUPS
python3-dbus,1.2.0-3,amd64,simple interprocess messaging system (Python 3 interface)
python3-debian,0.1.27ubuntu2,all,Python 3 modules to work with Debian-related data formats
python3-defer,1.0.6-2build1,all,Small framework for asynchronous programming (Python 3)
python3-distupgrade,1:16.04.25,all,manage release upgrades
python3-feedparser,5.1.3-3build1,all,Universal Feed Parser for Python 3
python3-gdbm:amd64,3.5.1-1,amd64,GNU dbm database support for Python 3.x
python3-gi,3.20.0-0ubuntu1,amd64,Python 3 bindings for gobject-introspection libraries
python3-gi-cairo,3.20.0-0ubuntu1,amd64,Python 3 Cairo bindings for the GObject library
python3-guacamole,0.9.2-1,all,framework for creating command line applications (Python 3)
python3-html5lib,0.999-4,all,HTML parser/tokenizer based on the WHATWG HTML5 specification (Python 3)
python3-httplib2,0.9.1+dfsg-1,all,comprehensive HTTP client library written for Python3
python3-idna,2.0-3,all,Python IDNA2008 (RFC 5891) handling (Python 3)
python3-jinja2,2.8-1,all,small but fast and easy to use stand-alone template engine
python3-jwt,1.3.0-1ubuntu0.1,all,Python 3 implementation of JSON Web Token
python3-louis,2.6.4-2ubuntu0.1,all,Python bindings for liblouis
python3-lxml,3.5.0-1build1,amd64,pythonic binding for the libxml2 and libxslt libraries
python3-mako,1.0.3+ds1-1ubuntu1,all,fast and lightweight templating for the Python 3 platform
python3-markupsafe,0.23-2build2,amd64,HTML/XHTML/XML string library for Python 3
python3-minimal,3.5.1-3,amd64,minimal subset of the Python language (default python3 version)
python3-oauthlib,1.0.3-1,all,"generic, spec-compliant implementation of OAuth for Python3"
python3-padme,1.1.1-2,all,mostly transparent proxy class for Python 3
python3-pexpect,4.0.1-1,all,Python 3 module for automating interactive applications
python3-pil:amd64,3.1.2-0ubuntu1.1,amd64,Python Imaging Library (Python3)
python3-pkg-resources,20.7.0-1,all,Package Discovery and Resource Access using pkg_resources
python3-plainbox,0.25-1,all,toolkit for software and hardware testing (python3 module)
python3-problem-report,2.20.1-0ubuntu2.17,all,Python 3 library to handle problem reports
python3-ptyprocess,0.5-1,all,Run a subprocess in a pseudo terminal from Python 3
python3-pyasn1,0.1.9-1,all,ASN.1 library for Python (Python 3 module)
python3-pyatspi,2.18.0+dfsg-3,all,Assistive Technology Service Provider Interface - Python3 bindings
python3-pycurl,7.43.0-1ubuntu1,amd64,Python bindings to libcurl (Python 3)
python3-pyparsing,2.0.3+dfsg1-1ubuntu0.1,all,"Python parsing module, Python3 package"
python3-renderpm:amd64,3.3.0-1,amd64,python low level render interface
python3-reportlab,3.3.0-1,all,ReportLab library to create PDF documents using Python3
python3-reportlab-accel:amd64,3.3.0-1,amd64,C coded extension accelerator for the ReportLab Toolkit
python3-requests,2.9.1-3,all,"elegant and simple HTTP library for Python3, built for human beings"
python3-six,1.10.0-3,all,Python 2 and 3 compatibility library (Python 3 interface)
python3-software-properties,0.96.20.7,all,manage the repositories that you install software from
python3-speechd,0.8.3-1ubuntu3,all,Python interface to Speech Dispatcher
python3-systemd,231-2build1,amd64,Python 3 bindings for systemd
python3-uno,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,Python-UNO bridge
python3-update-manager,1:16.04.12,all,python 3.x module for update-manager
python3-urllib3,1.13.1-2ubuntu0.16.04.1,all,HTTP library with thread-safe connection pooling for Python3
python3-xdg,0.25-4,all,Python 3 library to access freedesktop.org standards
python3-xkit,0.5.0ubuntu2,all,library for the manipulation of xorg.conf files (Python 3)
python3-xlsxwriter,0.7.3-1,all,Python 3 module for creating Excel XLSX files
python3.5,3.5.2-2ubuntu0~16.04.4,amd64,Interactive high-level object-oriented language (version 3.5)
python3.5-minimal,3.5.2-2ubuntu0~16.04.4,amd64,Minimal subset of the Python language (version 3.5)
qdbus,4:4.8.7+dfsg-5ubuntu2,amd64,Qt 4 D-Bus tool
qemu-block-extra:amd64,1:2.5+dfsg-5ubuntu10.28,amd64,extra block backend modules for qemu-system and qemu-utils
qemu-system-common,1:2.5+dfsg-5ubuntu10.28,amd64,QEMU full system emulation binaries (common files)
qemu-system-x86,1:2.5+dfsg-5ubuntu10.28,amd64,QEMU full system emulation binaries (x86)
qemu-utils,1:2.5+dfsg-5ubuntu10.28,amd64,QEMU utilities
qml-module-io-thp-pyotherside:amd64,1.4.0-2,amd64,asynchronous Python 3 Bindings for Qt 5 (QML plugin)
qml-module-qt-labs-folderlistmodel:amd64,5.5.1-2ubuntu6,amd64,Qt 5 folderlistmodel QML module
qml-module-qt-labs-settings:amd64,5.5.1-2ubuntu6,amd64,Qt 5 settings QML module
qml-module-qtfeedback:amd64,5.0~git20130529-0ubuntu13,amd64,Qt 5 Feedback QML module
qml-module-qtgraphicaleffects:amd64,5.5.1-1ubuntu1,amd64,Qt 5 Graphical Effects module
qml-module-qtquick-layouts:amd64,5.5.1-1ubuntu1,amd64,Qt 5 Quick Layouts QML module
qml-module-qtquick-window2:amd64,5.5.1-2ubuntu6,amd64,Qt 5 window 2 QML module
qml-module-qtquick2:amd64,5.5.1-2ubuntu6,amd64,Qt 5 Qt Quick 2 QML module
qml-module-qttest:amd64,5.5.1-2ubuntu6,amd64,Qt 5 test QML module
qml-module-ubuntu-components:amd64,1.3.1918+16.04.20160404-0ubuntu1,amd64,Qt Components for Ubuntu - Components QML plugin
qml-module-ubuntu-layouts:amd64,1.3.1918+16.04.20160404-0ubuntu1,amd64,Qt Components for Ubuntu - Layouts QML plugin
qml-module-ubuntu-onlineaccounts:amd64,0.6+16.04.20151106-0ubuntu1,amd64,Expose the Online Accounts API to QML applications
qml-module-ubuntu-performancemetrics:amd64,1.3.1918+16.04.20160404-0ubuntu1,amd64,Qt Components for Ubuntu - PerformanceMetrics QML plugin
qml-module-ubuntu-test:amd64,1.3.1918+16.04.20160404-0ubuntu1,amd64,Qt Components for Ubuntu - Test QML plugin
qml-module-ubuntu-web:amd64,0.23+16.04.20161028-0ubuntu2,amd64,Ubuntu web QML module
qmlscene,5.5.1-2ubuntu6,amd64,Qt 5 QML scene viewer
qpdf,8.0.2-3~16.04.1,amd64,tools for transforming and inspecting PDF files
qt-at-spi:amd64,0.4.0-3,amd64,at-spi accessibility plugin for Qt
qtchooser,52-gae5eeef-2build1~gcc5.2,amd64,Wrapper to select between Qt development binary versions
qtcore4-l10n,4:4.8.7+dfsg-5ubuntu2,all,Qt 4 core module translations
qtdeclarative5-accounts-plugin:amd64,0.6+16.04.20151106-0ubuntu1,amd64,transitional dummy package for Online Accounts QML clients
qtdeclarative5-dev-tools,5.5.1-2ubuntu6,amd64,Qt 5 declarative development programs
qtdeclarative5-qtquick2-plugin:amd64,5.5.1-2ubuntu6,amd64,transitional dummy package Qt 5 Qt Quick 2 QML module
qtdeclarative5-test-plugin:amd64,5.5.1-2ubuntu6,amd64,transitional dummy package for Qt 5 test QML module
qtdeclarative5-ubuntu-ui-toolkit-plugin,1.3.1918+16.04.20160404-0ubuntu1,amd64,Transitional dummy package for Ubuntu UI Toolkit QML plugin
qtdeclarative5-unity-action-plugin:amd64,1.1.0+14.04.20140304-0ubuntu2~gcc5.1,amd64,Unity Action QML Components
qttranslations5-l10n,5.5.1-2build1,all,translations for Qt 5
readline-common,6.3-8ubuntu2,all,"GNU readline and history libraries, common files"
remmina,1.1.2-3ubuntu1,amd64,remote desktop client for GNOME desktop environment
remmina-common,1.1.2-3ubuntu1,all,common files for remmina remote desktop client
remmina-plugin-rdp,1.1.2-3ubuntu1,amd64,RDP plugin for remmina remote desktop client
remmina-plugin-vnc,1.1.2-3ubuntu1,amd64,VNC plugin for remmina remote desktop client
rename,0.20-4,all,Perl extension for renaming multiple files
resolvconf,1.78ubuntu6,all,name server information handler
rfkill,0.5-1ubuntu3,amd64,tool for enabling and disabling wireless devices
rhythmbox,3.3-1ubuntu7,amd64,music player and organizer for GNOME
rhythmbox-data,3.3-1ubuntu7,all,data files for rhythmbox
rhythmbox-plugin-zeitgeist,3.3-1ubuntu7,all,zeitgeist plugin for rhythmbox music player
rhythmbox-plugins,3.3-1ubuntu7,amd64,plugins for rhythmbox music player
rsync,3.1.1-3ubuntu1.2,amd64,"fast, versatile, remote (and local) file-copying tool"
rsyslog,8.16.0-1ubuntu3,amd64,reliable system and kernel logging daemon
rtkit,0.11-4,amd64,Realtime Policy and Watchdog Daemon
samba-libs:amd64,2:4.3.11+dfsg-0ubuntu0.16.04.13,amd64,Samba core libraries
sane-utils,1.0.25+git20150528-1ubuntu2.16.04.1,amd64,API library for scanners -- utilities
sbsigntool,0.6-0ubuntu10.1,amd64,utility for signing and verifying files for UEFI Secure Boot
seabios,1.8.2-1ubuntu1,all,Legacy BIOS implementation
seahorse,3.18.0-2ubuntu1,amd64,GNOME front end for GnuPG
secureboot-db,1.1,amd64,Secure Boot updates for DB and DBX
sed,4.2.2-7,amd64,The GNU sed stream editor
sensible-utils,0.0.9ubuntu0.16.04.1,all,Utilities for sensible alternative selection
session-migration,0.2.3,amd64,Tool to migrate in user session settings
session-shortcuts,1.2ubuntu0.16.04.1,all,"Allows you to shutdown, logout, and reboot from dash"
sessioninstaller,0.20+bzr150-0ubuntu4.1,all,APT based installer using PackageKit's session DBus API
sgml-base,1.26+nmu4ubuntu1,all,SGML infrastructure and SGML catalog file support
shared-mime-info,1.5-2ubuntu0.1,amd64,FreeDesktop.org shared MIME database and spec
sharutils,1:4.15.2-1ubuntu0.1,amd64,"shar, unshar, uuencode, uudecode"
shotwell,0.22.0+git20160108.r1.f2fb1f7-0ubuntu1.1,amd64,digital photo organizer
shotwell-common,0.22.0+git20160108.r1.f2fb1f7-0ubuntu1.1,all,digital photo organizer - common files
signon-keyring-extension,0.6+14.10.20140513-0ubuntu2,amd64,GNOME keyring extension for signond
signon-plugin-oauth2,0.23+16.04.20151209-0ubuntu1,amd64,Single Signon oauth2 plugin
signon-plugin-password,8.58+16.04.20151106-0ubuntu1,amd64,Plain Password plugin for Single Sign On
signon-ui,0.17+16.04.20151125-0ubuntu1,all,Dummy transitional package for signon-ui
signon-ui-service,0.17+16.04.20151125-0ubuntu1,all,D-Bus service file for signon-ui
signon-ui-x11,0.17+16.04.20151125-0ubuntu1,amd64,Single Sign-on UI
signond,8.58+16.04.20151106-0ubuntu1,amd64,Single Sign On framework
simple-scan,3.20.0-0ubuntu1,amd64,Simple Scanning Utility
snapd,2.32.3.2,amd64,Daemon and tooling that enable snap packages
snapd-login-service,1.13-0ubuntu0.16.04.1,amd64,Daemon to allow non-root access to snapd
sni-qt:amd64,0.2.7+16.04.20170217.1-0ubuntu1,amd64,indicator support for Qt
software-properties-common,0.96.20.7,all,manage the repositories that you install software from (common)
software-properties-gtk,0.96.20.7,all,manage the repositories that you install software from (gtk)
sound-theme-freedesktop,0.8-1,all,freedesktop.org sound theme
speech-dispatcher,0.8.3-1ubuntu3,amd64,Common interface to speech synthesizers
speech-dispatcher-audio-plugins:amd64,0.8.3-1ubuntu3,amd64,Speech Dispatcher: Audio output plugins
squashfs-tools,1:4.3-3ubuntu2.16.04.1,amd64,Tool to create and append to squashfs filesystems
ssl-cert,1.0.37,all,simple debconf wrapper for OpenSSL
strace,4.11-1ubuntu3,amd64,System call tracer
sudo,1.8.16-0ubuntu1.5,amd64,Provide limited super user privileges to specific users
suru-icon-theme,14.04+16.04.20180326-0ubuntu1,all,Ubuntu Suru Icon theme
syslinux,3:6.03+dfsg-11ubuntu1,amd64,collection of bootloaders (DOS FAT and NTFS bootloader)
syslinux-common,3:6.03+dfsg-11ubuntu1,all,collection of bootloaders (common)
syslinux-legacy,2:3.63+dfsg-2ubuntu8,amd64,Bootloader for Linux/i386 using MS-DOS floppies
system-config-printer-common,1.5.7+20160212-0ubuntu2,all,Printer configuration GUI
system-config-printer-gnome,1.5.7+20160212-0ubuntu2,all,Printer configuration GUI
system-config-printer-udev,1.5.7+20160212-0ubuntu2,amd64,Printer auto-configuration facility based on udev
systemd,229-4ubuntu21.2,amd64,system and service manager
systemd-sysv,229-4ubuntu21.2,amd64,system and service manager - SysV links
sysv-rc,2.88dsf-59.3ubuntu2,all,System-V-like runlevel change mechanism
sysvinit-utils,2.88dsf-59.3ubuntu2,amd64,System-V-like utilities
t1utils,1.39-2,amd64,Collection of simple Type 1 font manipulation programs
tar,1.28-2.1ubuntu0.1,amd64,GNU version of the tar archiving utility
tcl,8.6.0+9,amd64,Tool Command Language (default version) - shell
tcl8.6,8.6.5+dfsg-2,amd64,Tcl (the Tool Command Language) v8.6 - shell
tcpd,7.6.q-25,amd64,Wietse Venema's TCP wrapper utilities
tcpdump,4.9.2-0ubuntu0.16.04.1,amd64,command-line network traffic analyzer
telnet,0.17-40,amd64,basic telnet client
thermald,1.5-2ubuntu4,amd64,Thermal monitoring and controlling daemon
thunderbird,1:52.7.0+build1-0ubuntu0.16.04.1,amd64,"Email, RSS and newsgroup client with integrated spam filter"
thunderbird-gnome-support,1:52.7.0+build1-0ubuntu0.16.04.1,amd64,"Email, RSS and newsgroup client - GNOME support"
thunderbird-locale-en,1:52.7.0+build1-0ubuntu0.16.04.1,amd64,English language pack for Thunderbird
thunderbird-locale-en-us,1:52.7.0+build1-0ubuntu0.16.04.1,all,Transitional English language pack for Thunderbird
time,1.7-25.1,amd64,GNU time program for measuring CPU resource usage
tk,8.6.0+9,amd64,Toolkit for Tcl and X11 (default version) - windowing shell
tk8.6,8.6.5-1,amd64,Tk toolkit for Tcl and X11 v8.6 - windowing shell
toshset,1.76-4,amd64,Access much of the Toshiba laptop hardware interface
totem,3.18.1-1ubuntu4,amd64,Simple media player for the GNOME desktop based on GStreamer
totem-common,3.18.1-1ubuntu4,all,Data files for the Totem media player
totem-plugins,3.18.1-1ubuntu4,amd64,Plugins for the Totem media player
transmission-common,2.84-3ubuntu3.1,all,lightweight BitTorrent client (common files)
transmission-gtk,2.84-3ubuntu3.1,amd64,lightweight BitTorrent client (GTK+ interface)
ttf-ancient-fonts-symbola,2.59-1,all,symbolic font providing emoji characters from Unicode 7.0 (transitional package)
ttf-ubuntu-font-family,1:0.83-0ubuntu2,all,"Ubuntu Font Family, sans-serif typeface hinted for clarity"
tzdata,2017c-0ubuntu0.16.04,all,time zone and daylight-saving time data
ubuntu-artwork,1:14.04+16.04.20180326-0ubuntu1,all,Ubuntu themes and artwork
ubuntu-core-launcher,2.32.3.2,amd64,Transitional package for snapd
ubuntu-desktop,1.361.1,amd64,The Ubuntu desktop system
ubuntu-docs,16.04.4,all,Ubuntu Desktop Guide
ubuntu-drivers-common,1:0.4.17.7,amd64,Detect and install additional Ubuntu driver packages
ubuntu-keyring,2012.05.19,all,GnuPG keys of the Ubuntu archive
ubuntu-minimal,1.361.1,amd64,Minimal core of Ubuntu
ubuntu-mobile-icons,14.04+16.04.20180326-0ubuntu1,all,Ubuntu Mobile Icon theme
ubuntu-mono,14.04+16.04.20180326-0ubuntu1,all,Ubuntu Mono Icon theme
ubuntu-release-upgrader-core,1:16.04.25,all,manage release upgrades
ubuntu-release-upgrader-gtk,1:16.04.25,all,manage release upgrades
ubuntu-session,3.18.1.2-1ubuntu1.16.04.2,all,Ubuntu session
ubuntu-settings,15.10.8,all,default settings for the Ubuntu desktop
ubuntu-software,3.20.5-0ubuntu0.16.04.10,amd64,"Utility for browsing, installing, and removing software"
ubuntu-sounds,0.13,all,Ubuntu's GNOME audio theme
ubuntu-standard,1.361.1,amd64,The Ubuntu standard system
ubuntu-system-service,0.3,all,Dbus service to set various system-wide configurations
ubuntu-touch-sounds,15.08,all,sounds for the Ubuntu Touch image
ubuntu-ui-toolkit-theme,1.3.1918+16.04.20160404-0ubuntu1,amd64,Qt Components for Ubuntu - Ubuntu Theme
ubuntu-wallpapers,16.04.1-0ubuntu1,all,Ubuntu Wallpapers
ubuntu-wallpapers-xenial,16.04.1-0ubuntu1,all,Ubuntu 16.04 Wallpapers
ucf,3.0036,all,Update Configuration File(s): preserve user changes to config files
udev,229-4ubuntu21.2,amd64,/dev/ and hotplug management daemon
udisks2,2.1.7-1ubuntu1,amd64,D-Bus service to access and manipulate storage devices
ufw,0.35-0ubuntu2,all,program for managing a Netfilter firewall
unattended-upgrades,0.90ubuntu0.9,all,automatic installation of security upgrades
unity,7.4.5+16.04.20180221-0ubuntu1,amd64,Interface designed for efficiency of space and interaction.
unity-accessibility-profiles,0.1.10-0ubuntu3,all,Accessibility Profile Manager - Unity profile data
unity-asset-pool,0.8.24+15.04.20141217-0ubuntu2,all,Unity Assets Pool
unity-control-center,15.04.0+16.04.20171130-0ubuntu1,amd64,utilities to configure the GNOME desktop
unity-control-center-faces,15.04.0+16.04.20171130-0ubuntu1,all,utilities to configure the GNOME desktop - faces images
unity-control-center-signon,0.1.8+16.04.20160201-0ubuntu1,amd64,Unity Control Center extension for single signon
unity-greeter,16.04.2-0ubuntu1,amd64,Unity Greeter
unity-gtk-module-common,0.0.0+15.04.20150118-0ubuntu2,all,Common files for GtkMenuShell D-Bus exporter
unity-gtk2-module:amd64,0.0.0+15.04.20150118-0ubuntu2,amd64,GtkMenuShell D-Bus exporter
unity-gtk3-module:amd64,0.0.0+15.04.20150118-0ubuntu2,amd64,GtkMenuShell D-Bus exporter
unity-lens-applications,7.1.0+16.04.20160701-0ubuntu1,amd64,Application lens for unity
unity-lens-files,7.1.0+16.04.20151217-0ubuntu1,amd64,File lens for unity
unity-lens-music,6.9.1+16.04-0ubuntu1,amd64,Music lens for unity
unity-lens-photos,1.0+14.04.20140318-0ubuntu1,all,Photos lens for Unity
unity-lens-video,0.3.15+16.04.20160212.1-0ubuntu1,amd64,Unity Video lens
unity-schemas,7.4.5+16.04.20180221-0ubuntu1,all,Interface designed for efficiency of space and interaction.
unity-scope-calculator,0.1+14.04.20140328-0ubuntu1,all,Calculator scope for Unity
unity-scope-chromiumbookmarks,0.1+13.10.20130723-0ubuntu1,all,Chromium bookmarks scope for Unity
unity-scope-colourlovers,0.1+13.10.20130723-0ubuntu1,all,COLOURlovers scope for Unity
